ClaimId,PetId,ClaimDate,ClaimAmount
221,2791,2017-01-13,20.58
222,1796,2017-01-13,4555.72
223,975,2016-12-21,181.78
224,4803,2016-12-30,116.15
225,4803,2016-12-11,29.9
226,9797,2017-01-16,73.14
227,351,2017-01-14,230.26
228,5763,2017-01-16,178.19
229,8661,2017-01-03,1495.3
230,8661,2016-12-28,143.17
231,8661,2017-01-06,94.87
232,5763,2017-01-16,186.47
233,1902,2017-01-16,153.52
234,616,2016-12-15,127.65
235,652,2016-12-22,148.81
236,6686,2017-01-12,70.78
237,6686,2017-01-06,162.26
238,5056,2017-01-14,888.49
239,3827,2017-01-16,59.2
240,1543,2017-01-16,61.52
241,3733,2017-01-12,2685.35
242,8710,2017-01-14,433.55
243,7801,2017-01-13,364.85
244,1472,2017-01-12,2875.26
245,1472,2017-01-11,113.19
246,1282,2017-01-16,5627.51
247,3682,2017-01-16,129.38
248,6375,2017-01-16,258.74
249,1686,2016-12-24,47.72
250,1686,2017-01-04,61.01
251,4383,2016-12-23,424.78
252,7925,2017-01-15,1866.45
253,7021,2017-01-02,142.02
254,8741,2017-01-16,357.08
255,8741,2017-01-16,143.75
256,6947,2017-01-04,46.93
257,2206,2017-01-16,116.66
258,566,2017-01-13,195.5
259,9497,2016-12-15,139.49
260,2096,2017-01-16,137.01
261,7639,2017-01-15,19.0
262,9193,2017-01-17,56.98
263,668,2017-01-09,59.92
264,8374,2017-01-07,26.02
265,8374,2017-01-11,1887.2
266,8374,2017-01-11,153.16
267,8374,2017-01-09,37.48
268,4601,2017-01-17,52.67
269,4882,2017-01-16,50.24
270,790,2017-01-17,2041.25
271,3215,2016-12-30,1851.5
272,1807,2017-01-17,31.34
273,7509,2017-01-10,398.75
274,3215,2017-01-17,1347.49
275,2871,2016-12-27,696.67
276,4917,2016-06-06,20.84
277,2025,2016-11-22,69.0
278,2025,2017-01-12,761.54
279,2025,2017-01-13,89.7
280,2025,2017-01-14,67.16
281,2025,2016-12-07,339.32
282,6789,2017-01-16,471.24
283,6789,2017-01-17,110.06
284,5056,2017-01-17,165.47
285,5056,2017-01-16,933.22
286,1192,2016-12-30,23.48
287,1192,2017-01-10,84.63
288,2833,2017-01-13,124.2
289,6065,2017-01-02,736.0
290,5235,2016-12-23,96.58
291,3522,2017-01-18,46.0
292,7243,2017-01-18,325.28
293,5466,2017-01-18,589.94
294,7185,2017-01-18,58.65
295,1455,2017-01-18,4301.55
296,5727,2017-01-19,33.96
297,6231,2017-01-18,68.19
298,2859,2017-01-15,1427.21
299,4601,2017-01-19,52.67
300,6077,2017-01-18,445.48
301,6409,2017-01-18,175.09
302,7772,2017-01-19,371.38
303,2968,2017-01-12,764.01
304,3223,2016-12-30,31.37
305,4348,2017-01-20,282.38
306,6641,2017-01-13,4668.83
307,6456,2017-01-16,157.6
308,6456,2016-09-05,448.16
309,8129,2017-01-20,261.33
310,9089,2017-01-11,391.01
311,9089,2017-01-14,19.0
312,7339,2017-01-20,123.79
313,1689,2017-01-19,2701.66
314,1689,2016-12-20,93.1
315,9834,2017-01-21,53.82
316,6409,2017-01-09,1486.26
317,6932,2017-01-20,43.7
318,9505,2017-01-21,56.12
319,554,2017-01-22,299.0
320,649,2017-01-18,152.04
321,7634,2017-01-16,103.5
322,6042,2017-01-20,105.81
323,6042,2017-01-18,671.6
324,893,2016-12-05,273.24
325,893,2016-11-23,132.88
326,6409,2017-01-06,235.75
327,894,2017-01-06,98.9
328,894,2017-01-20,510.89
329,894,2017-01-17,56.29
330,894,2017-01-10,21.79
331,7740,2016-11-07,210.45
332,2329,2017-01-21,37.38
333,5361,2017-01-17,1897.73
334,7870,2017-01-21,123.64
335,6730,2017-01-20,128.8
336,8849,2017-01-23,129.52
337,7148,2017-01-23,37.38
338,1775,2017-01-23,487.37
339,3215,2017-01-21,401.12
340,6637,2017-01-23,119.6
341,5763,2017-01-23,669.3
342,6338,2017-01-21,63.5
343,5763,2017-01-23,669.3
344,1775,2017-01-23,90.96
345,5745,2016-12-02,31.67
346,5235,2017-01-23,96.58
349,9895,2016-10-12,210.68
350,9193,2016-10-14,203.84
351,4824,2016-10-14,126.84
352,8814,2016-08-24,102.41
353,6715,2016-10-15,53.75
354,8693,2016-10-15,56.69
355,1262,2016-10-15,75.73
356,9234,2016-10-15,24.75
357,8340,2016-10-12,2212.94
358,8948,2016-10-07,156.0
359,199,2016-10-14,96.26
360,554,2016-10-15,2289.27
361,3698,2016-09-23,184.9
362,3803,2016-10-15,133.98
363,6968,2016-10-15,145.67
364,9640,2016-10-10,80.27
365,9640,2016-09-29,65.78
366,9640,2016-09-26,243.73
367,3917,2016-10-17,59.03
368,242,2016-10-14,42.42
369,6509,2016-10-17,1079.91
370,383,2016-10-17,59.95
371,7166,2016-10-10,274.5
372,6061,2016-10-05,20.82
373,4549,2016-10-10,23.0
374,6648,2016-08-09,272.8
375,4075,2016-10-17,167.12
376,3522,2016-10-17,86.25
377,6848,2016-10-07,363.98
378,8586,2016-10-14,319.87
379,7050,2016-10-14,717.34
380,5492,2016-10-03,2433.65
381,5492,2016-06-21,475.85
382,5492,2016-08-09,92.89
383,5492,2016-09-27,60.01
384,5492,2016-10-10,149.57
385,4365,2016-09-06,984.84
386,3073,2016-10-17,133.11
387,3073,2016-10-05,69.06
388,554,2016-10-18,2400.5
389,5935,2016-10-18,15.52
390,1367,2016-10-18,73.58
391,8828,2016-10-17,139.15
392,6153,2016-10-17,207.21
393,5830,2016-09-20,175.32
394,2724,2016-09-22,98.95
395,2724,2016-09-21,519.0
396,2724,2016-07-13,18.4
397,2724,2016-07-20,78.77
398,2724,2016-07-20,21.28
399,2724,2016-07-19,94.43
400,8309,2016-10-17,110.37
401,6780,2016-10-17,253.23
402,3683,2016-10-17,260.42
403,9633,2016-10-18,309.46
404,8129,2016-10-19,480.11
405,3827,2016-10-05,27.77
406,7707,2016-10-19,430.25
407,3320,2016-10-19,42.26
408,3522,2016-10-19,73.31
409,6947,2016-10-18,85.46
410,7045,2016-10-06,87.4
411,7045,2016-10-10,63.25
412,7045,2016-10-12,63.25
413,7045,2016-10-16,86.25
414,5389,2016-09-20,345.29
415,5389,2016-09-21,264.67
416,3177,2016-10-19,78.77
417,7962,2016-10-18,835.62
418,8681,2016-10-19,158.03
419,4516,2016-09-21,135.76
420,4516,2016-09-26,37.17
421,2726,2016-10-10,56.29
422,4882,2016-10-17,50.24
423,7397,2016-10-18,296.07
424,2888,2016-10-19,980.55
425,6236,2016-10-17,240.92
426,9688,2016-10-19,350.29
427,1091,2016-09-15,914.39
428,1671,2016-10-18,508.31
429,2025,2016-10-11,379.97
430,1417,2016-08-24,102.29
431,5235,2016-10-04,598.21
432,5235,2016-10-06,44.87
433,7870,2016-10-15,71.88
434,1960,2016-10-15,122.82
435,5092,2016-10-18,140.46
436,3064,2016-10-19,92.43
437,6231,2016-08-24,64.8
438,2201,2016-09-01,63.89
439,6231,2016-09-17,19.33
440,6231,2016-10-17,282.39
441,9260,2016-10-04,133.86
442,6231,2016-10-18,77.86
443,6430,2016-10-15,0.25
444,5466,2016-10-19,941.78
445,6430,2016-10-19,342.07
446,1517,2016-10-18,124.89
447,4357,2016-10-19,43.24
448,5176,2016-10-16,353.97
449,3208,2016-08-24,30.59
450,1277,2016-10-18,140.21
451,1192,2016-10-12,195.03
452,1192,2016-10-11,58.65
453,3918,2016-10-19,113.63
454,2096,2016-10-20,77.41
455,8090,2016-10-18,199.12
456,956,2016-05-30,104.32
457,956,2016-06-01,104.65
458,956,2016-07-21,51.15
459,554,2016-10-21,111.23
460,3073,2016-09-06,175.6
461,515,2016-10-21,154.18
462,1009,2016-10-21,93.29
463,2364,2016-10-21,272.78
464,8248,2016-10-21,170.02
465,8323,2016-09-05,29.37
466,7185,2016-10-21,128.22
467,7644,2016-09-08,488.75
468,2626,2016-10-16,21.85
469,9834,2016-10-22,106.03
470,6715,2016-10-19,166.18
471,7353,2016-10-21,32.34
472,3881,2016-10-11,135.96
473,6942,2016-10-21,275.15
474,52,2016-10-29,3190.78
475,351,2016-10-21,53.59
476,9561,2016-10-21,857.01
477,9063,2016-08-29,558.91
478,5441,2016-10-18,397.59
479,7962,2016-10-22,25.87
480,1084,2016-09-26,126.27
481,1084,2016-10-14,87.74
482,1084,2016-10-17,193.76
483,1084,2016-10-21,527.34
484,2833,2016-09-02,84.62
485,2833,2016-10-05,129.32
486,9805,2016-10-21,46.75
487,3539,2016-10-21,43.7
488,7824,2016-10-11,57.5
489,7824,2016-10-08,71.3
490,9794,2016-10-21,854.45
491,9193,2016-10-24,56.98
492,7111,2016-10-24,106.84
493,7111,2016-10-24,734.61
494,2819,2016-10-19,469.52
495,4053,2016-10-21,109.25
496,5235,2016-10-20,92.0
497,4234,2016-10-24,80.04
498,2659,2016-10-24,26.33
499,6560,2016-10-24,142.23
500,434,2016-10-18,55.2
501,5997,2016-10-17,189.64
503,7185,2016-10-25,58.65
504,8681,2016-10-20,64.4
505,3903,2016-10-24,29.5
506,3864,2016-10-25,50.6
507,1119,2016-10-20,638.48
508,6061,2016-10-25,259.21
509,7621,2016-10-21,65.93
510,2833,2016-10-21,651.08
511,3900,2016-10-18,163.88
512,3900,2016-10-09,82.92
513,3900,2016-09-13,37.14
514,3900,2016-08-31,187.15
515,3900,2016-08-30,185.32
516,3900,2016-08-02,223.2
517,3900,2016-10-10,230.74
518,3900,2016-09-12,330.27
519,6353,2016-10-14,254.87
520,6353,2016-10-19,688.73
521,5646,2016-10-25,315.1
522,6168,2016-08-19,1306.48
523,15,2016-10-26,3681.24
524,4415,2016-10-26,140.88
525,4710,2016-09-20,82.78
526,4710,2016-10-06,36.8
527,2819,2016-10-26,442.17
528,4549,2016-10-24,25.3
529,4320,2016-10-25,296.55
530,9562,2016-10-26,156.98
531,651,2016-10-25,144.27
532,2661,2016-10-25,168.95
533,8694,2016-10-27,5.84
534,4601,2016-10-26,612.49
535,2942,2016-10-01,140.76
536,554,2016-10-27,299.0
537,1606,2016-10-12,138.32
538,5505,2016-10-27,238.4
539,5505,2016-10-27,238.4
540,4909,2016-10-02,142.02
541,6236,2016-10-25,5706.66
542,5773,2016-10-11,40.45
543,6476,2016-10-18,81.97
544,3590,2016-10-22,280.6
545,9633,2016-10-28,126.48
546,7185,2016-10-29,58.65
547,7528,2016-10-24,66.71
548,1341,2016-10-24,2038.4
549,1807,2016-10-29,254.63
550,1533,2016-10-25,249.84
551,7705,2016-10-25,524.34
552,7705,2016-10-27,49.89
553,2697,2016-10-25,1423.96
554,5572,2016-10-12,95.58
555,2061,2016-10-24,4142.09
556,3205,2016-10-27,23.0
557,2819,2016-10-27,46.23
558,968,2016-10-24,143.75
559,7567,2016-10-13,139.05
560,7567,2016-09-22,89.11
561,8874,2016-10-12,79.64
562,6351,2016-10-28,44.02
563,6051,2016-10-27,227.03
564,6375,2016-10-29,22.94
565,7744,2016-09-19,131.09
566,7744,2016-10-28,114.06
567,2054,2016-10-28,292.31
568,7870,2016-10-29,109.25
569,566,2016-10-25,57.27
570,3918,2016-10-31,22.48
571,366,2016-10-29,542.97
572,2259,2016-10-25,1789.79
573,5332,2016-10-20,266.8
574,5404,2016-10-26,78.2
575,8812,2016-10-31,112.5
576,152,2016-10-21,213.44
577,2061,2016-10-31,141.45
578,2096,2016-11-01,126.28
579,3953,2016-11-01,344.94
580,6430,2016-10-29,24.9
581,9950,2016-09-29,883.19
582,7397,2016-11-01,330.12
583,5474,2016-08-31,65.49
584,4064,2016-10-20,148.0
585,7111,2016-11-01,126.36
586,7185,2016-11-01,58.65
587,2313,2016-11-01,220.11
588,5400,2016-10-28,443.44
589,968,2016-10-20,176.57
590,5467,2016-11-02,33.35
591,369,2016-10-20,1236.17
592,805,2016-10-19,125.35
593,369,2016-10-17,153.98
594,369,2016-08-22,59.22
595,4859,2016-11-01,548.84
596,8196,2016-10-28,4321.98
597,9193,2016-11-02,260.82
598,7639,2016-11-02,578.1
599,7639,2016-11-02,435.06
600,566,2016-11-01,195.5
601,566,2016-11-01,205.85
602,7639,2016-11-02,106.87
603,7639,2016-10-26,65.83
604,3997,2016-11-02,911.05
605,1775,2016-11-02,317.05
606,7463,2016-07-04,93.15
607,7463,2016-10-05,424.06
608,7463,2016-10-06,57.21
609,4283,2016-11-03,22.88
610,2835,2016-10-31,85.65
611,2835,2016-10-21,115.63
612,2833,2016-10-31,466.83
613,5559,2016-11-07,4395.38
614,3733,2016-11-28,4922.46
615,6715,2015-12-20,57.5
616,5880,2015-12-07,183.42
617,5880,2015-12-10,116.84
618,5880,2015-12-24,78.2
619,5342,2015-12-22,215.05
620,9957,2015-12-22,110.38
621,9093,2015-12-23,42.55
622,968,2015-12-21,120.52
623,9193,2015-12-24,87.62
624,14,2015-12-17,401.72
625,4275,2015-12-10,42.56
626,4275,2015-12-03,45.13
627,4129,2015-12-24,520.75
628,1077,2015-12-07,167.9
629,4365,2015-12-21,75.11
630,5466,2015-12-24,452.9
631,6442,2015-12-24,536.47
632,3938,2016-02-05,2612.64
633,9193,2015-12-25,113.62
634,2290,2015-12-25,5731.54
635,6358,2015-11-09,227.12
636,6358,2015-10-31,47.61
637,6358,2015-09-28,86.59
638,6358,2015-10-27,328.44
639,6358,2015-10-01,328.44
640,8838,2015-12-10,251.52
641,4641,2015-11-27,5.75
642,6353,2015-12-25,308.2
643,8543,2015-12-25,1065.91
644,6353,2015-10-19,397.78
645,6353,2015-12-22,265.53
646,9227,2015-12-26,191.77
647,2003,2015-12-26,561.84
648,2003,2015-12-26,63.82
649,1921,2015-04-22,194.35
650,1517,2015-12-26,149.13
651,351,2015-12-18,533.22
652,351,2015-12-23,285.57
653,5395,2015-10-01,293.09
654,9193,2015-12-28,56.98
655,4975,2015-10-05,74.38
656,9414,2015-12-24,113.16
657,3973,2015-10-23,157.55
658,3973,2015-12-10,4231.36
659,3973,2015-10-31,103.14
660,1203,2015-12-28,103.94
661,5607,2015-12-28,244.33
662,9562,2015-12-23,44.85
663,2922,2015-12-20,34.5
664,7148,2015-12-29,183.79
665,5922,2015-12-28,316.5
666,6353,2015-12-28,1002.8
667,5607,2015-12-29,22.48
668,6676,2015-12-22,239.06
669,7585,2015-12-26,68.4
670,4887,2015-11-26,3777.14
671,2269,2015-12-22,506.62
672,6560,2015-12-28,197.4
673,7870,2015-12-05,171.18
674,6353,2015-12-29,537.07
675,5235,2015-12-25,92.0
676,2003,2015-12-29,931.62
677,9089,2015-12-01,294.11
678,9089,2015-12-08,414.0
679,9089,2015-12-23,46.44
680,4365,2015-12-28,89.52
681,1253,2015-12-30,140.13
682,3900,2015-12-28,31.05
683,3723,2015-12-30,106.82
684,559,2016-01-07,24.77
685,7014,2015-11-08,1683.12
686,3157,2015-11-10,103.87
687,3900,2015-12-27,231.15
688,7915,2015-10-30,312.97
689,1543,2015-12-28,2317.16
690,2713,2015-12-30,118.45
691,4383,2015-12-18,144.54
692,9193,2015-12-30,56.98
693,7870,2015-12-25,49.45
695,7864,2015-12-30,477.87
696,2661,2015-12-26,191.22
697,435,2015-12-18,91.42
698,9885,2015-12-29,37.89
699,956,2015-12-29,105.48
700,2003,2015-12-30,32.03
701,2984,2015-12-31,213.44
702,2939,2015-12-29,304.28
703,9147,2015-10-05,241.5
704,9147,2015-08-25,119.14
705,9147,2015-08-21,515.78
706,9147,2014-12-19,29.03
707,9147,2014-09-16,731.38
708,9147,2014-09-08,529.0
709,8694,2015-12-31,17.84
710,5083,2015-12-31,186.46
711,6211,2015-12-14,377.49
712,6211,2015-12-16,123.05
713,6211,2015-12-28,164.45
714,3398,2015-12-31,227.41
715,6208,2015-12-21,1350.01
716,8543,2015-12-31,923.93
717,8515,2015-11-23,73.02
718,8515,2015-12-28,73.02
719,9345,2015-12-30,192.34
720,9164,2016-01-01,767.25
721,9164,2016-01-01,767.25
722,2147,2015-12-21,34.38
723,9478,2015-12-31,182.0
725,6603,2015-12-29,63.07
726,3205,2015-12-31,23.0
727,2922,2015-12-29,1933.89
728,9667,2015-12-31,187.74
729,8261,2015-12-25,353.11
730,6405,2015-12-26,108.11
731,3636,2016-01-02,407.61
732,9164,2016-01-02,201.25
733,9986,2015-12-28,199.52
734,2661,2016-01-01,89.47
735,8392,2016-01-02,267.95
736,7597,2016-01-02,40.25
737,5972,2015-10-09,491.62
738,5972,2015-10-12,103.5
739,7870,2016-01-02,109.25
740,9089,2015-12-03,253.11
741,9089,2015-12-08,234.66
742,9089,2015-12-17,35.19
743,9089,2015-12-10,74.23
744,9089,2015-12-07,35.19
745,9089,2015-12-23,71.3
746,8726,2015-12-29,29.55
747,3398,2016-01-04,56.65
748,9667,2016-01-01,58.52
749,9193,2016-01-04,56.98
750,4882,2015-12-26,2895.15
751,5466,2016-01-04,678.2
752,3674,2016-01-01,1220.29
753,3674,2015-12-29,416.91
754,8575,2016-01-04,80.5
755,8024,2015-11-19,16.1
756,8024,2015-12-30,149.5
757,7165,2016-01-04,357.91
758,187,2015-12-07,105.67
759,5752,2015-11-28,148.83
760,1708,2016-01-04,146.05
761,1810,2016-01-01,71.3
762,4316,2016-01-04,275.48
763,6618,2016-01-04,132.25
764,7870,2016-01-04,88.32
765,5345,2015-12-27,569.25
766,5103,2015-12-31,72.44
767,9154,2016-01-06,97.24
768,4882,2015-12-17,46.02
769,5997,2016-01-06,1158.67
770,868,2016-01-05,223.1
771,4438,2015-12-30,45.62
772,4438,2015-12-29,292.67
773,5146,2016-01-06,248.92
774,7060,2016-01-04,68.79
775,6261,2015-12-30,160.24
776,3957,2015-12-31,175.95
777,3957,2015-12-09,172.2
778,3957,2015-11-26,64.4
779,3957,2016-01-01,64.4
780,7165,2016-01-05,75.58
781,5146,2016-01-07,280.24
782,2009,2015-12-22,249.31
783,3855,2015-12-20,1106.45
784,2290,2016-01-07,1061.58
785,3746,2016-01-06,197.11
786,3073,2016-01-06,161.29
787,8321,2016-01-06,17.12
788,4275,2016-01-06,142.83
789,8621,2015-12-18,185.84
790,6666,2015-12-19,166.07
791,1260,2015-12-09,204.98
792,2147,2016-01-05,51.75
793,3522,2016-01-08,46.0
794,6405,2016-01-07,227.7
795,6405,2016-01-21,5005.06
796,3891,2016-01-07,106.78
797,9193,2016-01-08,401.46
798,4748,2015-12-31,610.65
799,5745,2015-12-25,426.39
800,4800,2016-01-08,468.0
801,2699,2015-12-24,242.76
802,2699,2015-12-11,93.15
803,5097,2016-01-05,874.0
804,2003,2016-01-08,2893.4
805,5097,2015-12-22,36.8
806,8464,2015-12-18,366.85
807,7474,2016-01-15,1104.57
808,5572,2015-12-29,158.67
809,5572,2016-01-08,111.09
810,9801,2015-12-24,62.81
811,9801,2015-12-29,2149.96
812,6353,2016-01-07,471.55
813,9478,2016-01-08,41.95
814,668,2016-01-06,1262.58
815,9504,2015-12-25,78.66
816,4800,2016-01-09,509.2
817,713,2016-01-08,542.92
818,345,2015-11-23,108.9
819,7870,2016-01-09,109.25
820,2329,2016-01-06,550.67
821,9103,2015-12-23,769.92
822,1104,2015-10-23,83.11
823,9770,2016-01-09,99.31
824,1464,2016-01-11,490.49
825,7322,2016-01-05,182.85
826,78,2015-12-26,115.71
827,78,2015-12-31,21.84
828,78,2016-01-06,24.14
829,78,2016-01-09,159.27
830,2141,2016-01-06,1015.36
831,9330,2016-01-06,69.46
832,9193,2016-01-11,56.98
833,380,2016-01-10,1023.84
834,9234,2016-01-11,33.92
835,1543,2015-12-23,170.6
836,3723,2016-01-12,95.36
837,5345,2015-12-23,31.61
838,3590,2016-01-02,141.45
839,7474,2016-01-08,79.35
840,4356,2016-01-11,630.72
841,4383,2016-01-08,151.8
842,1543,2016-01-06,73.89
843,4383,2015-12-29,298.42
844,4316,2016-01-11,52.9
845,66,2015-09-12,29.9
846,66,2015-12-29,46.0
847,7966,2015-12-05,269.67
848,9972,2016-01-07,2318.99
849,9972,2016-01-07,46.97
850,1509,2015-11-25,607.27
851,3177,2016-01-12,406.61
852,4322,2016-01-12,87.47
853,1203,2016-01-11,792.66
854,4294,2016-01-12,215.8
855,5235,2016-01-10,127.17
856,9801,2015-12-12,109.59
857,4887,2016-01-05,977.95
858,5638,2016-01-12,2171.81
859,5698,2016-01-11,150.43
860,7864,2016-01-13,138.69
861,6603,2016-01-13,276.8
863,3917,2016-04-21,8.46
864,4747,2016-04-22,109.27
865,7397,2016-04-26,90.14
866,9938,2016-04-25,60.55
867,1192,2016-04-19,47.4
868,3569,2016-04-25,480.17
869,3569,2016-04-19,214.52
870,3569,2016-04-11,1079.25
871,3569,2016-04-07,143.15
872,4223,2016-04-09,370.53
873,4223,2016-02-23,166.75
874,4223,2016-02-01,28.75
875,2886,2015-10-11,40.54
876,2641,2016-04-23,642.32
877,8071,2016-04-26,64.01
878,2609,2016-04-14,55.58
879,8281,2016-04-19,388.68
880,9707,2016-04-27,128.22
881,7128,2016-04-27,503.99
882,566,2016-04-21,355.67
883,3864,2016-01-27,40.94
884,9234,2016-04-27,179.4
885,3864,2016-03-01,40.94
886,3864,2016-04-12,89.7
887,9174,2016-04-22,175.85
888,5737,2016-04-20,353.99
889,7141,2016-04-06,72.33
890,7141,2016-04-10,41.4
891,7141,2016-04-07,47.3
892,4748,2016-04-19,302.02
893,4275,2016-04-26,589.44
894,346,2016-03-29,51.75
895,5097,2016-04-12,75.9
896,9254,2016-04-28,127.65
897,4964,2016-04-15,408.87
898,8496,2016-04-26,48.77
899,9478,2016-04-28,278.02
900,3650,2016-04-28,594.77
901,2942,2016-04-22,149.56
902,9478,2016-04-27,114.51
903,9482,2016-04-15,134.55
904,6848,2016-04-22,164.45
905,4344,2016-04-27,917.17
906,566,2016-04-20,519.52
907,3928,2016-04-27,1073.75
908,2290,2016-04-29,7881.28
909,8074,2016-04-29,32.43
910,3891,2016-04-28,23.0
911,3590,2016-04-26,269.63
912,3590,2016-03-26,317.4
913,3590,2016-02-27,141.45
914,3590,2016-01-30,141.45
915,3590,2016-04-15,59.22
916,3590,2016-02-12,116.78
917,3930,2016-04-22,48.97
918,3930,2016-04-27,108.56
919,4290,2016-04-28,83.38
920,6250,2016-04-11,251.75
921,1653,2016-04-28,60.66
922,6250,2015-10-22,44.62
923,4275,2016-04-29,37.24
924,5872,2016-04-28,187.01
925,4491,2016-04-29,164.06
926,5772,2016-04-25,77.99
927,9734,2016-04-19,53.13
928,6715,2016-04-30,182.83
929,7734,2016-01-13,57.27
930,7734,2015-12-31,667.86
